Upslope Ventures,Venture Fund,"Pre-SeedSeed,Series A",www.upslope.vc,"Enterprise, SaaS, Productivity, Software"
UpVentures Capital,Venture Fund,"Pre-SeedSeed,Series A",www.upventures.com,"Big Data, Analytics, Artificial Intelligence, Machine Learning, AI, ML, Developer Tools, Enterprise, SaaS, Delivery, Food, Beverage"
UpWest,Venture Fund,"Pre-SeedSeed,Series A",www.upwest.vc,"Consumer, Mobile, PropTech, Software, Creator Economy, Artificial Intelligence, Machine Learning, AI, ML, Advanced Materials, Oil & Gas, Advertising, AdTech, Marketing, MarTech, Big Data, Analytics, FinTech, Enterprise, HR Tech, SaaS, Information Technology, Customer Service, Cybersecurity"
Urban Innovation Fund,Venture Fund,"SeedSeries A,Series B","http://www.urbaninnovationf
und.com/","ClimateTech, CleanTech, FinTech, Infrastructure, IoT, Internet of Things, Manufacturing, Mobile, SaaS"
Investor Name,Fund Type,Fund Stage,Website (if available),"Fund, Focus, Sectors"
US Venture Partners,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.usvp.com,"CloudTech, Cybersecurity, Healthcare, E-Commerce, Life Science, Manufacturing, Mobile, SaaS, Telecommunications, TMT"
USAA,Corporate VC,"SeedSeries A,Series BSeries C,Series D",https://www.usaa.com,"SpaceTech, Artificial Intelligence, Machine Learning, AI, ML, Transportation, Robotics, Consumer, Hardware, IoT, Internet of Things, Big Data, Analytics, CloudTech, Enterprise, Information Technology, Infrastructure, Software, SaaS"
v1.vc,Venture Fund,"Pre-SeedSeed,Series A",www.v1.vc,"Consumer, Information Technology, PetTech, Software"
Valence Ventures,Venture Fund,"Pre-SeedSeed,Series A",www.valenceventures.com,"Software, Mobile, SaaS, Consumer, FinTech"
Valia Ventures,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.valia.vc,"FinTech, Hospitality, Travel, Software, Fashion, RetailTech, ClimateTech, CleanTech"
Valo Ventures,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.valoventures.org,"SpaceTech, Transportation, Manufacturing"
Valor Capital Group,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.valorcapitalgroup.com,"FinTech, Beauty, Cryptocurrency, Blockchain, E-Commerce, Healthcare, Marketing, MarTech, Telecommunications, TMT"
Valor Equity Partners,Venture Fund,"Pre-SeedSeed,Series A",www.valorep.com,"FinTech, RestaurantTech, Manufacturing, SaaS"
Valor Ventures,Venture Fund,"Pre-SeedSeed,Series A",www.valor.vc,"EdTech, E-Sports, Gaming, Hospitality, Marketing, MarTech, E-Commerce"
Investor Name,Fund Type,Fund Stage,Website (if available),"Fund, Focus, Sectors"
ValueStream Ventures,Venture Fund,"Pre-SeedSeed,Series A","www.valuestreamventures.co
m","Big Data, Analytics, Consumer, CRM, Information Technology, Market Research, Artificial Intelligence, Machine Learning, AI, ML, Enterprise, RetailTech, SaaS, FinTech, PropTech, Advertising, AdTech, Marketing, MarTech, Software, Construction, Tech, InsurTech, Risk Management, Mobile, Computer, AgTech, FarmTech, GovTech, Advanced Materials, CloudTech, Supply Chain, ClimateTech, CleanTech"
VamosVentures,Venture Fund,"SeedSeries A,Series B","https://www.vamosventures.
com/","Advanced Materials, BioTech, Healthcare, CRM, E-Commerce, Consumer, RetailTech, SaaS, Professional Services, Logistics, PropTech, Service Industry, ClimateTech, CleanTech"
VantagePoint Capital Partners,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.vpcp.com,"Software, Mobile, SaaS, Consumer, FinTech"
Vanterra Capital,Venture Fund,"Pre-SeedSeed,Series A",www.vanterra.com,"Software, Mobile, SaaS, Consumer, FinTech"
Varana Capital,Venture Fund,"Pre-SeedSeed,Series A",www.varanacapital.com,"Software, Mobile, SaaS, Consumer, FinTech"
Variant,Venture Fund,"Pre-SeedSeed,Series A",www.variant.fund,"Cryptocurrency, Blockchain, FinTech, Hardware, CloudTech, Information Technology, IoT, Internet of Things, Logistics, Robotics, Software, Transportation"
Vast Ventures,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.vastvc.com,"Food and Beverage, Advertising, AdTech, Big Data, Analytics, Marketing, MarTech, Parenting, Healthcare, EdTech, Artificial Intelligence, Machine Learning, AI, ML"
Vayner Media,Venture Fund,SeedSeries A,http://vaynermedia.com,"Marketing, MarTech, RetailTech, Creator Economy"
VDOSH,Venture Fund,"SeedSeries A,Series B",http://www.vdosh.com/,"Artificial Intelligence, Machine Learning, AI, ML, Virtual Reality, AR/VR, E-Sports, Gaming, Healthcare, Mobile, Micro-Mobility, SaaS"
Vector Capital,Venture Fund,"Pre-SeedSeed,Series A",www.vectorcapital.com,"Software, Mobile, SaaS, Consumer, FinTech"
Investor Name,Fund Type,Fund Stage,Website (if available),"Fund, Focus, Sectors"
Vela Partners,Venture Fund,"Pre-SeedSeed,Series A",www.vela.partners,"Artificial Intelligence, Machine Learning, AI, ML, Parenting, Healthcare, Health & Wellness"
Venn Growth Partners,Venture Fund,Series CSeries D,https://venngp.com/,"Ed, Tech, Consulting"
Venrock,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.venrock.com,"BioTech, Healthcare, Life Science, Artificial Intelligence, Machine Learning, AI, ML, Software, Cybersecurity, Information Technology, FinTech, Marketing, MarTech, Advertising, AdTech, Big Data, Analytics, Developer Tools, Market Research, Pharmaceuticals, Entertainment, Media, Creator Economy, Marketplace, Events, E-Commerce, SpaceTech, Customer Service, Enterprise, Productivity, Transportation, Computer, Advanced Materials, Consumer, Hardware, Manufacturing, Nanotechnology, HR Tech, SaaS"
Ventech,Venture Fund,"SeedSeries A,Series BSeries C,Series D",http://www.ventechvc.com,"Marketing, MarTech, Software"
Venture Catalysts,Accelerator,"SeedSeries A,Series BSeries C,Series D",http://venturecatalysts.in,"Consumer, Health & Wellness, Fin, Tech"
VenturEast,Venture Fund,"SeedSeries A,Series BSeries C,Series D",http://www.ventureast.net,"Cybersecurity, Information Technology, Infrastructure, Software"
VentureFriends,Venture Fund,"SeedSeries A,Series B",http://venturefriends.vc,"Advertising, AdTech, B2B, Marketing, MarTech, Enterprise, SaaS"
VentureSouq,Venture Fund,"SeedSeries A,Series B",http://www.venturesouq.com,"Artificial Intelligence, Machine Learning, AI, ML, CloudTech, Cybersecurity, Risk Management, HR Tech, FinTech, Big Data, Analytics, Developer Tools, Enterprise, Information Technology, Productivity, SaaS, Software, CRM, Sales, Events, Beauty, E-Commerce, Consumer"
Investor Name,Fund Type,Fund Stage,Website (if available),"Fund, Focus, Sectors"
VentureSouth,Angel Network,"SeedSeries A,Series B",http://venturesouth.vc,"SaaS, Software, Energy, Transportation, Manufacturing, Healthcare, Pharmaceuticals, Big Data, Analytics, Marketing, MarTech, Mobile, Consumer, Professional Services, PropTech"
Verissimo Ventures,Venture Fund,"SeedSeries A,Series B",https://verissimo.vc/,"FinTech, Software"
Verizon Ventures,Corporate VC,"SeedSeries A,Series BSeries C,Series D","http://www.verizonventures.
com","Big Data, Analytics, Information Technology, Cybersecurity, Telecommunications, TMT, Consumer, Mobile, PropTech, Software, Creator Economy, Artificial Intelligence, Machine Learning, AI, ML, Transportation, IoT, Internet of Things, Developer Tools, SaaS, Advertising, AdTech, Marketing, MarTech, RetailTech, InsurTech, Logistics"
Version One Ventures,Venture Fund,"SeedSeries A,Series B",http://versionone.vc/,"B2B, Computer, Marketing, MarTech, Software, SaaS, Enterprise, Mobile, Productivity, Artificial Intelligence, Machine Learning, AI, ML, Manufacturing, Robotics, Supply Chain, Tech"
Vertex US,Venture Fund,"SeedSeries A,Series B","http://www.vertexventures.c
om","EdTech, Enterprise, Information Technology, SaaS, FinTech, Developer Tools, Mobile, Software, Quality Assurance, Professional Services, CloudTech, Prop, Tech"
Vertex Ventures,Venture Fund,"SeedSeries A,Series BSeries C,Series D","https://www.vertexventures.c
om/","Artificial Intelligence, Machine Learning, AI, ML, Developer Tools, Software, Quality Assurance, FinTech, Cybersecurity, Big Data, Analytics, Enterprise, Manufacturing, Productivity, Computer, Customer Service, SaaS, Marketing, MarTech, E-Commerce, BioTech, Healthcare, Life Science, Information Technology, Robotics, Pharmaceuticals, EdTech, CMS, Legal Tech, B2B, Sales, AgTech, FarmTech, InsurTech, Consumer, Fashion, RetailTech, HR Tech, Mobile, Professional Services, CloudTech, PropTech"
Investor Name,Fund Type,Fund Stage,Website (if available),"Fund, Focus, Sectors"
Vertex Ventures Israel,Venture Fund,"SeedSeries A,Series B","http://www.vertexventures.c
o.il","Hospitality, Information Technology, Software, Artificial Intelligence, Machine Learning, AI, ML, Enterprise, Robotics, HR Tech"
Vertical Venture Partners,Venture Fund,Series BSeries A,http://www.vvp.vc,"Healthcare, SaaS"
VertueLab,Venture Fund,Seed,https://vertuelab.org,"AgTech, FarmTech, ClimateTech, CleanTech, Infrastructure, Telecommunications, TMT"
Vestigo Ventures,Venture Fund,"SeedSeries A,Series B","http://www.vestigoventures.c
om/","Information Technology, Robotics, SaaS, Software, Big Data, Analytics, Artificial Intelligence, Machine Learning, AI, ML, Network Security, FinTech, Consumer, Marketplace, PaaS, RetailTech"
Veteran Ventures Capital,Venture Fund,"SeedSeries A,Series B","https://www.veteranventures
.us/","Cybersecurity, IoT, Internet of Things, Manufacturing, Telecommunications, TMT"
Victory Park Capital,Venture Fund,SeedSeries A,"http://www.victoryparkcapita
l.com","Consumer, E-Commerce, RetailTech, Healthcare"
Victress Capital,Venture Fund,"Pre-SeedSeed,Series A",www.victresscapital.com,"Healthcare, Food and Beverage"
Village Capital,Accelerator,"Pre-SeedSeed,Series A",www.vilcap.com,"AgTech, FarmTech, EdTech, FinTech, Healthcare, Telecommunications, TMT"
Village Global,Venture Fund,"Pre-SeedSeed,Series A",www.villageglobal.vc,"FinTech, Healthcare, Mobile, SaaS, Telecommunications, TMT"
Vine St. Ventures,Venture Fund,"Pre-SeedSeed,Series A",www.vinestventures.com,"Software, Mobile, SaaS, Consumer, FinTech"
Vine Ventures,Venture Fund,"Pre-SeedSeed,Series A",www.vineventures.com,"FinTech, PropTech, Software"
Viola FinTech,Venture Fund,"SeedSeries A,Series BSeries C,Series D","http://www.viola-
group.com/fund/violafintech","InsurTech, Big Data, Analytics"
Investor Name,Fund Type,Fund Stage,Website (if available),"Fund, Focus, Sectors"
Viola Ventures,Venture Fund,"SeedSeries A,Series B","http://www.viola-
group.com/fund/violaventur
es","Artificial Intelligence, Machine Learning, AI, ML, FinTech, Healthcare, B2B, Entertainment, Media, Marketing, MarTech, Advertising, AdTech, AgTech, FarmTech, Software, PropTech, Cybersecurity, Network Security, Information Technology, Risk Management, Marketplace, Creator Economy"
Virgin Group,Corporate VC,"SeedSeries A,Series BSeries C,Series D","https://www.virgin.com/virgi
ngroup","Consumer, Software, E-Commerce, Fashion, Marketplace, RetailTech"
Visa,Corporate VC,"SeedSeries A,Series BSeries C,Series D",https://www.visa.com,"FinTech, Cybersecurity, IoT, Internet of Things, PoS, Point of Sale, Software, PaaS, E-Commerce"
Vision Ridge Capital Partners,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.vision-ridge.com,"Transportation, Logistics"
Vision Ventures,Venture Fund,"SeedSeries A,Series B",http://visionvc.co,"Hardware, Virtual Reality, AR/VR, Entertainment, Media, Creator Economy"
Vistara Capital Partners,Venture Fund,Series CSeries D,http://vistaragrowth.com,"Artificial Intelligence, Machine Learning, AI, ML, Collaboration, Enterprise, PaaS, Software, CloudTech, Information Technology, SaaS"
VitalizeVC,Venture Fund,"Pre-SeedSeed,Series A",www.vitalize.vc,"EdTech, Information Technology, Software, Big Data, Analytics, Food and Beverage"
Vivo Capital,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.vivocapital.com,"FemTech, Life Science, Manufacturing, Healthcare"
Vocap Investment Partners,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.vocappartners.com,"E-Commerce, FinTech, Healthcare, Infrastructure, Mobile, Saa, S"
Investor Name,Fund Type,Fund Stage,Website (if available),"Fund, Focus, Sectors"
Volition Capital,Venture Fund,"Series BSeries C,Series D",www.volitioncapital.com,"PropTech, IoT, Internet of Things, Software, Delivery, Healthcare, Pharmaceuticals, Logistics, B2B, HR Tech, SaaS, Cybersecurity, Risk Management, Enterprise, Marketing, MarTech, Privacy, Big Data, Analytics, Computer, Developer Tools, Supply Chain, Tech, Advertising, AdTech, Entertainment, Media, Creator Economy"
VoLo Earth Ventures,Venture Fund,"Pre-SeedSeed,Series A",www.voloearth.com,"ClimateTech, CleanTech, Construction, Tech, Micro-Mobility"
Volt Capital,Venture Fund,"Pre-SeedSeed,Series A",www.volt.capital,"Cybersecurity, Developer Tools, Information, Technology"
Voyager Capital,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.voyagercapital.com,"Advertising, AdTech, Big Data, Analytics, Marketing, MarTech, Software, Information Technology, Artificial Intelligence, Machine Learning, AI, ML, CloudTech, SaaS, Telecommunications, TMT"
Vy Capital,Venture Fund,Series DSeries B,https://www.vycapital.com,"Transportation, Consumer, Hardware, Industrials, Manufacturing, Artificial Intelligence, Machine Learning, AI, ML, Big Data, Analytics, FinTech, InsurTech, Software"
Wakestream Ventures,Venture Fund,"SeedSeries A,Series B","http://www.wakestreamvent
ures.com/#intro","B2B, Cybersecurity, InsurTech, PropTech, SaaS, Information Technology, Sports"
Walden International,Venture Fund,"Pre-SeedSeed,Series ASeries B,Series CSeries D",www.waldenintl.com,"Artificial Intelligence, Machine Learning, AI, ML, CloudTech, Computer, Robotics, Software, Advanced Materials, AudioTech, Transportation, Consumer, IoT, Internet of Things, Mobile, Wearables, Quantified Self, Hardware, Big Data, Analytics, Virtual Reality, AR/VR, SaaS, Information, Technology"
Walkabout Ventures,Venture Fund,"SeedSeries A,Series B",https://www.walkabout.vc/,"FinTech, Mobile"
Wamda Capital,Venture Fund,"SeedSeries A,Series B",http://wamdacapital.com,"CloudTech, Developer Tools, Quality Assurance"
Investor Name,Fund Type,Fund Stage,Website (if available),"Fund, Focus, Sectors"
Warburg Pincus,Venture Fund,"Series BSeries C,Series D","http://www.warburgpincus.c
om","Cybersecurity, Information Technology, CloudTech, Developer Tools, Enterprise, Software, Big Data, Analytics, BioTech, Healthcare, Risk Management, ClimateTech, CleanTech, FinTech, Hospitality, Entertainment, Media, SaaS, Travel, Logistics, Transportation, InsurTech, Service Industry, HR Tech, GovTech"
Wasabi Ventures,Venture Fund,"Pre-SeedSeed,Series A",www.wasabivp.com,"Software, Mobile, SaaS, Consumer, FinTech"
Watertower Ventures,Venture Fund,"Pre-SeedSeed,Series A","www.watertowerventures.co
m","Artificial Intelligence, Machine Learning, AI, ML, EdTech, Enterprise, Information Technology, E-Commerce, RetailTech, Big Data, Analytics, B2B, HR Tech"
Wave Financial Group,Venture Fund,"SeedSeries A,Series B",https://www.wavegp.com/,"Cryptocurrency, Blockchain"
Wavecrest Growth Partners,Venture Fund,"Pre-SeedSeed,Series A",www.wavecrestgrowth.com,"Marketing, MarTech, RetailTech, Creator Economy"
Wavemaker 360,Venture Fund,"Pre-SeedSeed,Series A",www.wavemaker360.com,"Health & Wellness, Healthcare, Artificial Intelligence, Machine Learning, AI, ML, Computer, Software, Manufacturing, InsurTech"
Wavemaker Partners,Venture Fund,"SeedSeries A,Series B",http://wavemaker.vc,"FinTech, B2B, Enterprise, SaaS, Advertising, AdTech, Developer Tools, Entertainment, Media, Cryptocurrency, Blockchain, Software, Computer, Information Technology, Marketing, MarTech, Parenting, EdTech, SpaceTech, Manufacturing, Artificial Intelligence, Machine Learning, AI, ML, Cybersecurity, Advanced Materials, AgTech, FarmTech, BioTech, Food and Beverage, Service Industry, E-Commerce, Mobile, Delivery, RestaurantTech, Healthcare, InsurTech, Health & Wellness"
Investor Name,Fund Type,Fund Stage,Website (if available),"Fund, Focus, Sectors"
Wayfinder Ventures,Venture Fund,SeedSeries A,https://www.wayfinder.com/,"FinTech, SaaS, Mobile, Artificial Intelligence, Machine Learning, AI, ML, HR Tech, Manufacturing, E-Sports, Gaming, Big Data, Analytics, CloudTech, PropTech, FoodTech, Healthcare, E-Commerce"
Weatherford Capital,Family Office,Series CSeries D,"https://www.weatherfordcapi
tal.com/","FinTech, GovTech, Mobile"
Webb Investment Network,Family Office,"SeedSeries A,Series B",http://www.winfunding.com,"Developer Tools, Healthcare, Information Technology, FinTech, Health & Wellness, Artificial Intelligence, Machine Learning, AI, ML, Transportation, Logistics, Robotics, CloudTech, SaaS, Software, Market Research, Computer, Cybersecurity"
